#by Seitbnao

0,0,0,0,2330,10,24,2360,10,1,0,0,4,15
1,1,1,1,2331,11,34,2361,10,1,0,0,4,15
2,2,2,2,2332,12,44,2362,50,10,0,0,5,15
3,3,3,3,2333,13,54,2363,80,15,0,0,5,15
4,4,4,4,2334,14,64,2364,100,20,0,0,4,15
5,5,5,5,2335,15,74,2365,150,25,0,0,5,20
6,6,6,6,2336,16,99,2366,250,50,40,0,6,20
7,7,6,7,2337,17,99,2367,300,60,50,0,6,20
8,8,6,8,2338,18,99,2368,350,65,60,0,6,20
9,9,6,9,2339,19,99,2369,400,70,70,0,6,20
10,10,6,10,2340,20,99,2370,500,85,80,0,6,23
11,11,6,11,2341,21,99,2371,250,50,0,16,6,25
12,12,6,12,2342,22,99,2372,300,60,0,20,6,25
13,13,6,13,2343,23,99,2373,350,65,0,24,6,25
14,14,6,14,2344,24,99,2374,400,70,0,28,6,25
15,15,6,15,2345,25,99,2375,500,85,0,32,6,28
16,16,16,16,2346,26,99,2376,550,90,0,0,6,28
17,17,17,17,2347,27,99,2377,680,130,70,30,6,36
18,18,18,18,2348,28,99,2378,550,90,0,20,6,25
19,19,7,19,2349,29,99,2379,650,100,60,28,6,33
20,20,8,20,2350,30,99,2380,730,150,80,32,6,36
21,21,9,21,2351,31,99,2381,570,90,20,16,6,31
22,22,9,22,2352,32,99,2382,570,90,30,8,6,31
23,23,9,23,2353,33,99,2383,570,90,40,12,6,29
24,24,10,24,2354,34,99,2384,590,95,30,20,6,29
25,25,10,25,2355,35,99,2385,660,110,40,16,6,32
26,26,10,26,2356,36,99,2386,670,120,50,20,6,32
27,27,6,10,2357,37,99,2387,600,40,60,28,6,32
28,28,9,21,2358,38,99,2388,300,95,60,28,6,32
29,29,19,29,2359,39,99,2389,150,25,0,20,5,30
30,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0
